userID,itemID,hours_transformed
u20132431,g12460730,2.84799690655495
u00715488,g28303713,5.116863757690899
u60564624,g70466974,3.3362833878644325
u62593459,g88216046,3.643856189774725
u30647811,g46446145,0.5849625007211562
u98158963,g24479985,4.270528942380718
u13620759,g84207332,2.7224660244710908
u46422197,g93941352,2.5360529002402097
u53543007,g77400036,3.277984747299765
u96364924,g29752784,4.087462841250339
u57027153,g46950698,3.9068905956085187
u81310029,g64574718,6.899659026377443
u70835980,g17807252,6.613236954716332
u60584353,g85103579,4.008988783227255
u57130814,g42907287,3.405992359675837
u18198302,g79333823,7.705286790272472
u29004052,g86787099,1.263034405833794
u35434324,g05339526,4.053111336459563
u29419712,g67139666,5.5668151540108965
u25657821,g42403034,0.2630344058337938
u14083278,g15217706,0.5849625007211562
u84062881,g22839997,3.7441610955704103
u15763015,g85026274,1.8875252707415875
u81779282,g35449408,2.070389327891398
u67081608,g03454293,2.292781749227846
u46422197,g11862712,2.9818526532897405
u80165894,g23403411,3.817623257511431
u20778676,g34765721,1.4329594072761063
u31052108,g23885183,2.169925001442312
u67084531,g49208981,3.070389327891398
u50097048,g10406824,3.572889668420581
u60956035,g62805978,4.270528942380718
u54669683,g29326880,3.292781749227846
u11593267,g54087643,3.797012977836145
u64398351,g79866169,2.292781749227846
u89478667,g92454558,2.963474123974886
u94977887,g73265847,3.711494906650088
u66968893,g89809648,4.270528942380718
u68225433,g52414449,1.4329594072761063
u06535577,g48350599,3.990954860396993
u36025454,g15536656,5.153805336079036
u96019728,g06097413,4.446256229889564
u60473832,g02141122,6.693486957499325
u42702163,g83093985,3.017921907997262
u15111837,g22386746,7.888743248898259
u29419712,g40372626,5.20945336562895
u02906788,g03136155,8.911991113699615
u49817851,g35331676,3.765534746362977
u93087874,g16952539,3.572889668420581
u42921970,g81608348,6.9886846867721655
u62610693,g22161219,2.560714954474479
u86837249,g33872505,2.1043366598147357
u91640743,g06097413,5.916476644437717
u61082324,g16952539,0.13750352374993502
u82502934,g78970626,1.3785116232537298
u66004745,g52187292,0.2630344058337938
u10402813,g02637258,0.2630344058337938
u08730023,g91024164,4.145677455195635
u31609337,g10406824,7.166916251569974
u92134089,g32886144,1.722466024471091
u76745785,g43692578,3.035623909730721
u10804532,g59544573,2.584962500721156
u11464339,g06045292,6.414473836430928
u84554687,g28740995,8.5630055530624
u58947884,g02428379,0.925999418556223
u93915033,g38617825,3.797012977836145
u85183634,g57734956,6.221103725367875
u37959553,g66220144,3.6667565918848033
u52695457,g89492775,6.283551423174307
u85588071,g10259243,4.902073579310743
u78578337,g45519076,6.400879436282184
u75597994,g79333823,11.617237864746105
u99590760,g05349653,3.7548875021634687
u38718529,g18283520,2.584962500721156
u95213459,g84254492,3.807354922057604
u26651259,g02903254,2.1043366598147357
u72952508,g67293287,4.536052900240209
u37274930,g11919936,5.498250867527825
u82276354,g18658878,4.478971805032942
u92083302,g24982722,9.589838375772187
u27823790,g49593949,10.091038623693553
u16220374,g25077590,4.554588851677638
u39534714,g91799982,1.0
u36252269,g67366154,3.560714954474479
u87799097,g61225634,3.4329594072761065
u84512016,g76810548,1.0
u61150089,g98217589,5.5453506448223
u97099051,g02230168,5.078951341394822
u62365327,g94132851,1.3785116232537298
u31135608,g58129520,6.191799501065075
u69137549,g47086763,2.786596361890807
u11400327,g82994209,4.802193216941825
u90945829,g85252310,4.053111336459563
u92729375,g03706634,2.137503523749935
u54111399,g37198629,2.232660756790275
u68530602,g06324638,2.169925001442312
u25180573,g39366834,1.3785116232537298
u74426406,g83757895,2.350497247084133
u67309742,g51283481,3.350497247084133
u64030091,g40499587,7.798309782454597
u24541889,g47446961,3.232660756790275
u20316991,g66324364,4.578938713093386
u69861266,g56626398,2.867896463992655
u14407800,g25077590,6.155830171556525
u34600363,g74210041,6.86418614465428
u31605448,g47290851,4.968090752045256
u06266052,g64348065,3.4195388915137843
u02402833,g54465548,4.554588851677638
u52498232,g72683624,2.0
u42411555,g02637258,2.867896463992655
u33908008,g09670581,7.415319248140376
u69825040,g46446145,6.19377174339668
u31548470,g49387258,2.232660756790275
u64157292,g16653801,3.678071905112638
u36610257,g41896919,3.1858665453113337
u75552947,g33598656,3.560714954474479
u48340663,g79333823,1.584962500721156
u69465618,g36958384,3.3362833878644325
u90130076,g37899466,2.6322682154995127
u45711549,g42862258,4.877744249949002
u32456321,g99674775,0.6780719051126377
u04695380,g26730287,3.6322682154995127
u31245260,g80441672,2.4854268271702415
u74573586,g12911763,0.6780719051126377
u36078563,g75160975,0.6780719051126377
u03887694,g82275622,0.37851162325372983
u06109427,g67038900,5.459431618637297
u60975696,g29494592,5.0
u33085406,g10876271,6.0574502721839
u37098825,g06378804,3.070389327891398
u14981323,g22868280,3.5360529002402097
u08135758,g24809309,4.968090752045256
u22096553,g00663854,2.0
u46685808,g76745472,3.560714954474479
u66660782,g16087475,3.700439718141092
u58998893,g54703242,6.157852169141737
u33994300,g41623816,4.426264754702098
u17759890,g34412552,1.722466024471091
u55309834,g53908452,0.48542682717024166
u78532330,g68302537,6.266786540694901
u45713244,g03136155,4.224966365000275
u25036365,g89793168,4.7865963618908065
u09833175,g10879560,3.6205864104518777
u59568450,g15870705,0.5849625007211562
u72460514,g46287090,6.697662633470518
u21233168,g47087082,1.3219280948873624
u02507193,g73265847,1.3785116232537298
u42025067,g19475656,1.0
u03516535,g27370047,4.095924419998536
u89855328,g70274773,4.329123596291566
u71346354,g01914885,2.137503523749935
u92905321,g04025903,0.6780719051126377
u19719654,g15881340,3.584962500721156
u58912859,g37446712,0.5849625007211562
u29017568,g36558912,3.364572432295856
u47470615,g34477578,6.427941332509482
u79574037,g53223749,1.3785116232537298
u54479503,g37422652,11.4011995254099
u50086910,g28303713,9.486030507369115
u64368070,g95116279,0.2630344058337938
u02276429,g49368897,5.897240425574799
u03203266,g51367911,7.0693154945400805
u15250211,g21037002,4.791814071161826
u82528197,g07804237,0.765534746362977
u90509755,g36122744,3.963474123974886
u29302274,g83424757,1.1375035237499351
u95484217,g96083451,0.37851162325372983
u49842960,g21037002,2.37851162325373
u41227532,g59109370,4.121015400961366
u32771256,g10932727,2.350497247084133
u61791810,g40551467,0.925999418556223
u19057918,g41896919,2.84799690655495
u02126281,g62850718,7.539158811108031
u32158093,g82317851,6.320123598040615
u21934617,g32028748,4.5668151540108965
u32473559,g10773791,11.79352202839593
u66004745,g65734768,5.655351828612554
u99921366,g75632390,0.13750352374993502
u18846988,g83595955,2.035623909730721
u18406102,g61465953,2.350497247084133
u91673094,g83853612,1.9634741239748859
u37103371,g56396594,3.786596361890807
u30258510,g68302537,3.0531113364595623
u19599296,g52947714,2.5360529002402097
u97799002,g52620301,1.584962500721156
u73074491,g54619657,0.765534746362977
u88361580,g68135850,2.035623909730721
u21233168,g29741733,5.572889668420581
u08898885,g27545941,2.655351828612554
u24898713,g10444367,3.9818526532897405
u64337644,g26556480,1.4329594072761063
u79303552,g03128638,4.465974464504069
u05692952,g65773934,1.3219280948873624
u91343803,g81456217,3.321928094887362
u04836696,g41141819,4.044394119358453
u89365224,g36122744,5.339850002884624
u20237145,g18542484,12.410477851904265
u93124412,g34193208,3.1210154009613658
u25150038,g61076572,0.37851162325372983
u67243762,g04830062,4.906890595608519
u97764793,g05974045,0.2630344058337938
u42166729,g60416652,1.5360529002402097
u62757983,g32799642,2.169925001442312
u57035589,g53715495,9.5730790854813
u02211193,g61264440,1.584962500721156
u85269168,g18111735,1.765534746362977
u76404562,g81858269,1.1375035237499351
u70389962,g76120150,0.37851162325372983
u57877998,g71192260,1.1375035237499351
u36098188,g17807252,6.918863237274595
u37555146,g26192910,2.4594316186372973
u77668657,g84720805,2.2016338611696504
u76625956,g65905047,2.0
u80541052,g51560220,4.405992359675837
u81055090,g89809648,3.6322682154995127
u93072491,g74942396,5.416164164733128
u06746174,g26710111,1.2016338611696504
u87165125,g27491100,0.48542682717024166
u22286703,g79604681,3.1858665453113337
u50086910,g63870321,4.087462841250339
u24610597,g35296108,3.277984747299765
u79381473,g79499736,7.458611672584599
u82943357,g24550764,2.678071905112638
u66004745,g68959096,5.388878338811989
u30207117,g62850718,2.232660756790275
u50584769,g09203234,4.053111336459563
u12502495,g66296428,5.529820946528695
u46075637,g48556857,0.13750352374993502
u74896566,g17807252,5.620586410451877
u65883423,g78811835,3.608809242675524
u77351829,g43689131,0.765534746362977
u17884154,g60053245,2.5109619192773796
u19075325,g23106667,2.6322682154995127
u73735056,g83737994,3.776103988073164
u45635865,g79819183,6.6653359171851765
u91862741,g78355069,0.765534746362977
u47732229,g92237283,4.112700132749362
u35871341,g47669117,4.153805336079036
u61482504,g67366154,2.944858445807539
u36368445,g53927674,2.584962500721156
u55093422,g10259243,5.752213367865143
u63686582,g88847485,3.8579809951275723
u63229947,g15536656,2.9818526532897405
u67143531,g48657523,4.161887682376894
u00791934,g51283481,7.844862655830818
u73273194,g17612425,4.300123724569014
u51062008,g79333823,8.933395595120775
u20566880,g17604638,12.001971087509933
u24139989,g60355697,3.4724877714627436
u99615598,g97650885,0.13750352374993502
u51872234,g91177309,3.2479275134435857
u04695380,g85442587,5.694880192799191
u50987399,g05572229,1.5360529002402097
u69158652,g38436583,2.678071905112638
u90087391,g60355697,3.9726926540042644
u26800137,g97784906,4.247927513443585
u54511224,g24550764,0.48542682717024166
u10803498,g30891154,2.944858445807539
u83845547,g15371817,1.4329594072761063
u26810316,g29592534,1.9634741239748859
u57508791,g41348232,1.6780719051126378
u67932163,g17361564,4.485426827170242
u46440137,g99526401,4.9354597478052895
u46422197,g08561999,0.2630344058337938
u50754309,g67429053,4.705977901682522
u79289617,g62805978,6.498250867527825
u81058112,g96083451,3.1043366598147357
u26246234,g70906782,3.765534746362977
u45713244,g82220080,6.616181231331876
u03606376,g75307137,0.5849625007211562
u31712305,g81608348,6.632268215499513
u29861752,g70011042,1.632268215499513
u72478974,g22284227,3.1210154009613658
u85801219,g19179172,2.5360529002402097
u96733126,g16246767,1.1375035237499351
u80880312,g60949442,5.578938713093386
u78875726,g58479043,2.169925001442312
u45884104,g67038900,6.2964574073712445
u55525583,g82317851,5.658211482751795
u17061439,g95765068,4.078951341394822
u79483995,g66296428,5.700439718141092
u26022408,g15714062,1.4329594072761063
u54274967,g75447996,0.84799690655495
u11977499,g39366834,1.4329594072761063
u79621856,g77859458,5.815063017192867
u05925641,g82874353,1.765534746362977
u32383577,g58649509,9.659282393384332
u90013638,g70709452,1.8875252707415875
u35345442,g57843499,5.462706750670158
u01768310,g05463839,6.2384047393250786
u03233576,g25612121,4.572889668420581
u58504548,g37782017,6.072534599722955
u63606659,g37899539,2.035623909730721
u61237602,g79499736,7.819540460505722
u52662370,g54634449,2.678071905112638
u18556594,g90898833,4.044394119358453
u62365327,g36958384,5.121015400961366
u50936984,g00657913,4.548436624696042
u74137551,g24705380,3.4195388915137843
u55294871,g19831304,3.9541963103868754
u09660080,g93969631,4.446256229889564
u79355096,g01086845,0.5849625007211562
u02129594,g35155801,6.175923742063755
u80064824,g92468669,0.765534746362977
u03749090,g00083675,5.307428525192248
u51581636,g12946119,3.711494906650088
u26345786,g88216046,4.82273014794452
u27754940,g89627546,2.807354922057604
u82727393,g92522857,2.405992359675837
u82999931,g32989876,2.560714954474479
u47661995,g71822589,4.2630344058337934
u66568694,g15035813,6.409390936137702
u84107660,g65055990,3.678071905112638
u47129563,g38914136,4.412781525338476
u38871576,g28788625,3.560714954474479
u93683322,g18223055,0.5849625007211562
u73487372,g41331921,0.765534746362977
u83427263,g75513928,3.405992359675837
u26933725,g69693461,2.608809242675524
u09703080,g08020339,4.77082904603249
u03431726,g90301006,2.035623909730721
u31245260,g35073657,4.77082904603249
u30730456,g95842407,2.4329594072761065
u17280357,g07047848,2.0
u92381286,g03280058,3.572889668420581
u66376398,g64568215,3.2172307162206693
u53134535,g35549655,3.0874628412503395
u56788026,g83425645,7.165911938935689
u18506333,g80979867,1.6780719051126378
u42100273,g40485117,6.044394119358453
u22346040,g00602342,4.5668151540108965
u17484711,g85642901,5.285402218862249
u61683676,g39930645,6.758889432720965
u27205339,g98118815,5.649615459063409
u11960893,g02428379,0.84799690655495
u54654852,g89492775,5.266786540694901
u66968893,g53223749,2.232660756790275
u03085578,g96831210,3.0531113364595623
u32706320,g59317800,5.892391025913404
u23484702,g75228197,6.006746832440585
u95036303,g75498630,9.071462362556623
u51545733,g03420056,2.867896463992655
u04759919,g35984506,1.5360529002402097
u70160774,g45468788,2.786596361890807
u81349942,g84476497,1.84799690655495
u14125630,g65055990,4.661065479806948
u88835772,g90427081,2.0
u39532419,g42142445,1.070389327891398
u62203024,g74412462,3.292781749227846
u36137576,g35331676,3.3074285251922473
u81914083,g02637258,3.321928094887362
u04430455,g38024861,6.7535510546006545
u17513326,g82616432,4.357552004618084
u33316686,g17807252,4.329123596291566
u90733484,g91879395,4.817623257511431
u78081211,g16586637,8.762880292917
u79131192,g46602286,0.48542682717024166
u31201511,g38724809,5.070389327891398
u01822396,g34397868,11.017295602347795
u45818240,g90581288,6.444600813711502
u26102740,g71795407,3.4329594072761065
u75222770,g99830215,0.6780719051126377
u55344934,g44130855,0.5849625007211562
u83206928,g35984506,5.949534933017012
u37501198,g83221585,0.925999418556223
u63952530,g73594265,1.2016338611696504
u09796001,g08143802,2.944858445807539
u38860000,g01660600,3.0531113364595623
u25087987,g86213381,1.1375035237499351
u70734575,g54634449,2.263034405833794
u03124291,g75160975,3.1858665453113337
u89482132,g53996086,4.161887682376894
u30530866,g63870321,0.6780719051126377
u89855328,g69433247,5.3957483281790335
u75148448,g30541991,0.13750352374993502
u82868412,g48753510,3.963474123974886
u09621573,g35449408,2.867896463992655
u64934997,g83517324,0.2630344058337938
u44065947,g39055346,2.37851162325373
u57508791,g86195002,2.292781749227846
u02211193,g74469956,1.1375035237499351
u29615491,g47205010,2.350497247084133
u21483313,g35549655,2.9818526532897405
u15930213,g99526401,6.112700132749362
u07426800,g16073667,2.584962500721156
u21451966,g89492775,8.262564702088513
u90742229,g78239118,8.972692654004264
u15010009,g14867677,2.678071905112638
u85865115,g10126403,5.06177619758669
u29006683,g26556480,1.584962500721156
u20194412,g11862712,5.870364719583405
u70628300,g93941352,3.3362833878644325
u92437348,g35331676,4.329123596291566
u64463975,g97014047,2.963474123974886
u05548301,g91879395,0.2630344058337938
u00584629,g97528772,3.1210154009613658
u49961321,g68135850,2.070389327891398
u09842258,g16320816,1.3785116232537298
u70694256,g70232376,2.263034405833794
u17081932,g65794132,2.584962500721156
u62201021,g45328688,7.2104278304014855
u11760972,g85021436,5.1001366712854495
u22185524,g69577828,2.560714954474479
u13941749,g43636148,3.7224660244710908
u27257486,g05463839,2.4329594072761065
u88078966,g17807252,5.7414669864011465
u98268996,g98707416,2.4329594072761065
u40780359,g52540758,3.37851162325373
u22509254,g99830215,1.070389327891398
u26046733,g66086214,1.765534746362977
u65501677,g83607000,5.783980413683795
u17313321,g61264440,5.357552004618084
u77305148,g29494592,6.937815168803419
u53954956,g85252310,5.087462841250339
u59857204,g15339821,2.7224660244710908
u75222565,g70742092,6.575917361118149
u81014462,g16008530,5.0
u28260148,g47344447,1.4329594072761063
u70594237,g72460998,3.6205864104518777
u97246800,g39422502,2.292781749227846
u47040501,g27545941,1.070389327891398
u44657132,g82166573,2.232660756790275
u28260148,g59271404,3.797012977836145
u83963659,g12946119,6.651051691178928
u27217054,g75228197,6.165911938935689
u76739688,g29494592,3.5360529002402097
u84107660,g74412462,3.1210154009613658
u45653038,g58464197,3.8379432418910273
u17077729,g99830215,1.3785116232537298
u32200747,g33263421,4.921245888585589
u81513204,g09409361,1.2016338611696504
u39566284,g34491894,5.1001366712854495
u55381716,g43409822,1.0
u14351210,g62722327,0.925999418556223
u29321637,g53223749,3.7224660244710908
u15708066,g47086763,2.070389327891398
u70503952,g53996086,4.121015400961366
u75519304,g70274773,4.008988783227255
u19659420,g82874353,3.263034405833794
u54665662,g00475133,4.897240425574799
u55714698,g18294592,2.2016338611696504
u80800629,g14264567,1.4854268271702415
u20246964,g56621675,0.5849625007211562
u44304781,g35444269,5.689299160535892
u77022894,g64348065,3.4195388915137843
u03604519,g31712310,3.7548875021634687
u28629898,g13451594,4.095924419998536
u28772315,g10773791,12.65423323485477
u48925924,g01482840,1.0
u88849773,g49056725,6.0574502721839
u26810316,g03156676,2.169925001442312
u61566227,g87912242,6.394033895367782
u79876988,g62607719,6.881419908092401
u65746127,g88090167,1.0
u29401175,g57500715,4.7865963618908065
u62054025,g29494592,7.949534933017012
u92507062,g46862476,5.832890014164741
u05612975,g98908589,0.13750352374993502
u33062891,g29546269,4.498250867527825
u92729375,g18146279,3.867896463992655
u28574327,g75513928,2.137503523749935
u64671579,g71924368,2.292781749227846
u14768941,g10685659,3.3362833878644325
u69825040,g10081212,3.4462562298895643
u59268285,g31712310,3.523561956057013
u22987840,g01685044,2.4594316186372973
u80948418,g22244120,2.9818526532897405
u24116990,g26556480,2.4329594072761065
u22120134,g55567630,3.169925001442312
u22260403,g80438960,7.050936965225225
u45635162,g58553804,8.7632123668144
u51944505,g94012805,2.700439718141092
u00874815,g54704781,0.48542682717024166
u53247100,g33325347,7.780047576061869
u44521634,g02428379,2.2016338611696504
u86609329,g55997413,2.584962500721156
u60614761,g87889911,1.263034405833794
u35787069,g20994064,1.925999418556223
u17998950,g00919878,3.608809242675524
u78162454,g24662129,5.85049941375812
u84223749,g18529610,3.678071905112638
u76211356,g91479688,10.904634621668151
u69508485,g74380807,2.560714954474479
u28624116,g15881340,3.9818526532897405
u60159476,g59682009,5.224966365000275
u80990711,g00880401,0.925999418556223
u41883931,g66296428,6.318316841334983
u82632907,g01660600,4.857980995127572
u44357789,g91479688,10.707876752743335
u58634399,g11862712,5.217230716220669
u01256631,g51753734,3.560714954474479
u34253509,g79208840,0.84799690655495
u37104306,g22832209,3.350497247084133
u67552707,g91851682,3.277984747299765
u03482508,g38224894,3.4982508675278257
u59534345,g73265847,3.7441610955704103
u73753509,g78518895,10.685537241739693
u75597994,g91479688,6.7251958172266635
u76337229,g59553750,4.733354340613827
u69257437,g71756750,5.402585758232587
u07485786,g89237308,0.2630344058337938
u40625911,g25195707,3.035623909730721
u79686847,g54465548,3.776103988073164
u29258017,g84207332,2.232660756790275
u41006818,g57963463,7.661778097771987
u81562258,g50216638,1.632268215499513
u97764793,g91024164,4.364572432295856
u11882275,g76120150,1.84799690655495
u00874815,g58690245,0.925999418556223
u67343366,g78215490,3.9068905956085187
u13431842,g46300937,5.125155131322289
u49928935,g31448607,2.137503523749935
u66524517,g47227534,3.6667565918848033
u80158356,g53223749,1.070389327891398
u99615598,g55891007,1.3785116232537298
u77204704,g88311123,0.13750352374993502
u42476560,g61264440,2.035623909730721
u60985517,g70898962,3.1538053360790355
u97802984,g27594854,0.13750352374993502
u79095699,g62022399,1.070389327891398
u32222598,g89122297,1.84799690655495
u62011304,g07047848,3.8579809951275723
u65232091,g10876271,6.704595347632403
u34716927,g28713033,4.224966365000275
u75708099,g05914065,4.797012977836145
u95351735,g89998902,2.035623909730721
u81014462,g73199890,3.3074285251922473
u43739751,g28940912,0.13750352374993502
u58471931,g76717273,0.84799690655495
u11800784,g71128208,6.84924870276441
u80126884,g83757895,3.655351828612554
u32813538,g77806076,8.307428525192247
u61683676,g24982722,11.593857938858223
u25208254,g26925800,3.689299160535892
u37555146,g03136155,2.232660756790275
u21687568,g16234754,2.867896463992655
u68854619,g00919878,10.019173704206722
u06489976,g78355069,2.263034405833794
u94977887,g80196469,0.2630344058337938
u91862741,g49644714,1.1375035237499351
u14581640,g28846994,3.5109619192773796
u95609094,g40551467,3.5109619192773796
u85736221,g65055990,2.37851162325373
u31422800,g26437139,6.483815777264256
u04386987,g22284227,4.153805336079036
u18506333,g74343362,1.5360529002402097
u23465530,g42862258,6.236492618381302
u23377517,g61264440,2.944858445807539
u73735056,g82220080,7.535275376620803
u51276578,g55891007,1.3219280948873624
u39204633,g07321220,5.765534746362977
u22289886,g48512616,3.9541963103868754
u98617602,g09670581,6.2964574073712445
u76099430,g65905047,1.3785116232537298
u37887653,g68132896,5.035623909730721
u12849065,g63309816,4.2630344058337934
u93268038,g05463839,10.379378367071261
u55871111,g03262233,2.292781749227846
u58160600,g64596037,4.247927513443585
u10457632,g64574718,5.343407822297814
u73735056,g94300691,5.364572432295856
u42476560,g94694767,1.584962500721156
u72952508,g87795702,5.354028938054387
u96347560,g08353646,7.715618859074816
u55129513,g54514430,0.13750352374993502
u14649675,g47177002,3.292781749227846
u65880888,g38230643,3.9541963103868754
u59898940,g82317851,2.963474123974886
u19599296,g71371078,7.277054876148728
u47037823,g06045292,2.6322682154995127
u60086062,g76745472,0.48542682717024166
u90170064,g13921453,0.2630344058337938
u59755606,g50627654,3.733354340613827
u55525583,g70742092,8.901168595460332
u06266674,g69213131,2.5109619192773796
u67512581,g90832644,5.292781749227846
u80085723,g93472160,5.361066488794321
u99468023,g02428379,2.1043366598147357
u08935902,g29741733,4.044394119358453
u37729922,g58014324,2.1043366598147357
u82769036,g48657523,4.121015400961366
u23800330,g68132896,8.431288654291592
u11801346,g60355697,0.925999418556223
u17283215,g65175011,0.37851162325372983
u27151367,g37790060,2.963474123974886
u47228590,g82004731,2.765534746362977
u15238678,g82716620,3.4594316186372973
u73735056,g35331676,0.6780719051126377
u38577182,g41348232,4.078951341394822
u93463598,g76099968,6.143638309922037
u32069058,g36958384,6.427941332509482
u32947785,g96870434,6.307428525192248
u08258862,g87912242,0.84799690655495
u74426406,g28788625,2.035623909730721
u91703040,g24803988,4.602884408718419
u85535259,g31252788,2.2016338611696504
u35036355,g36769937,3.584962500721156
u87131427,g40499587,7.231701199029002
u68038246,g46446145,5.520422248526446
u67992680,g29657740,2.070389327891398
u72927964,g33626084,3.4982508675278257
u82502934,g78566721,4.672425341971495
u98940351,g29808295,3.560714954474479
u14756830,g74412462,5.6293566200796095
u72671384,g15339821,3.4982508675278257
u30562362,g68047320,2.292781749227846
u87037495,g03420056,1.4329594072761063
u05581149,g05349653,4.104336659814735
u06109427,g70742092,6.4329594072761065
u07261238,g70137688,3.0
u57035589,g67038900,2.7224660244710908
u97610504,g67147300,1.722466024471091
u51491029,g24457601,4.217230716220669
u16899299,g96198443,5.357552004618084
u55854800,g08561999,5.357552004618084
u35434324,g51367911,1.4854268271702415
u85063575,g83221585,3.572889668420581
u77598069,g80449108,1.8875252707415875
u18093411,g38964542,0.925999418556223
u73074491,g67274965,4.832890014164741
u91136278,g66192174,5.970393537914677
u76679954,g19451556,3.3074285251922473
u03482508,g57588908,3.277984747299765
u74849356,g87795702,2.765534746362977
u68905669,g30592455,3.925999418556223
u15540225,g81860955,4.350497247084133
u26970308,g52626909,4.71699089440494
u79876988,g09670581,7.39746072605472
u94593536,g51093074,5.692092375427572
u06535577,g49636917,3.292781749227846
u82978282,g52454443,1.925999418556223
u05310170,g20253091,3.4724877714627436
u61414326,g49593949,4.892391025913404
u60614761,g11181397,0.765534746362977
u89793393,g89809648,4.419538891513785
u33150820,g03280058,0.48542682717024166
u98582042,g39394945,3.867896463992655
u64774218,g66220144,3.765534746362977
u36671031,g29761890,2.584962500721156
u12891480,g15035813,3.017921907997262
u79892305,g86213381,4.817623257511431
u14184813,g53927674,2.925999418556223
u87037495,g70286157,3.321928094887362
u04836696,g33400185,4.343407822297814
u02489695,g44666775,0.765534746362977
u53335666,g88837385,1.5360529002402097
u70241565,g72333190,4.255500733148386
u11812854,g49593949,8.339850002884624
u68343562,g03136155,7.181897643108388
u34337404,g68959096,0.37851162325372983
u76615183,g23403411,4.247927513443585
u03233576,g05982385,8.952450058359
u94693442,g16653801,5.339850002884624
u61683676,g66935237,3.277984747299765
u82528197,g91479688,11.63417576155791
u22953425,g36841558,1.070389327891398
u80189546,g31948580,9.928962440835978
u07815768,g65734768,3.560714954474479
u18428226,g86213381,1.584962500721156
u14091840,g24508767,1.070389327891398
u95363567,g65170299,0.5849625007211562
u25219514,g78970626,4.350497247084133
u84133862,g76810548,4.517275693209582
u17384601,g91879395,3.4594316186372973
u63714492,g18283520,1.263034405833794
u10844426,g47205010,6.464341532761104
u85748295,g44267126,1.2016338611696504
u73963959,g11862712,5.575917361118149
u13037838,g29353242,2.807354922057604
u76337229,g66296428,6.4329594072761065
u87994715,g14512041,1.263034405833794
u70840120,g00125299,2.84799690655495
u38419315,g37255956,0.925999418556223
u75791008,g61310716,2.5109619192773796
u58591954,g42523222,1.3219280948873624
u40458481,g90538928,3.944858445807539
u46176705,g46446145,5.37851162325373
u70612070,g49368897,0.6780719051126377
u18342475,g40499587,8.298749947248048
