userID,itemID,played
u97246800,g39422502,1
u47040501,g27545941,1
u44657132,g82166573,1
u28260148,g59271404,1
u83963659,g12946119,1
u27217054,g75228197,1
u76739688,g29494592,1
u84107660,g74412462,1
u45653038,g58464197,1
u17077729,g99830215,1
u32200747,g33263421,1
u81513204,g09409361,1
u39566284,g34491894,1
u55381716,g43409822,1
u14351210,g62722327,1
u29321637,g53223749,1
u15708066,g47086763,1
u70503952,g53996086,1
u75519304,g70274773,1
u19659420,g82874353,1
u54665662,g00475133,1
u55714698,g18294592,1
u80800629,g14264567,1
u20246964,g56621675,1
u44304781,g35444269,1
u77022894,g64348065,1
u03604519,g31712310,1
u28629898,g13451594,1
u28772315,g10773791,1
u48925924,g01482840,1
u88849773,g49056725,1
u26810316,g03156676,1
u61566227,g87912242,1
u79876988,g62607719,1
u65746127,g88090167,1
u29401175,g57500715,1
u62054025,g29494592,1
u92507062,g46862476,1
u05612975,g98908589,1
u33062891,g29546269,1
u92729375,g18146279,1
u28574327,g75513928,1
u64671579,g71924368,1
u14768941,g10685659,1
u69825040,g10081212,1
u59268285,g31712310,1
u22987840,g01685044,1
u80948418,g22244120,1
u24116990,g26556480,1
u22120134,g55567630,1
u22260403,g80438960,1
u45635162,g58553804,1
u51944505,g94012805,1
u00874815,g54704781,1
u53247100,g33325347,1
u44521634,g02428379,1
u86609329,g55997413,1
u60614761,g87889911,1
u35787069,g20994064,1
u17998950,g00919878,1
u78162454,g24662129,1
u84223749,g18529610,1
u76211356,g91479688,1
u69508485,g74380807,1
u28624116,g15881340,1
u60159476,g59682009,1
u80990711,g00880401,1
u41883931,g66296428,1
u82632907,g01660600,1
u44357789,g91479688,1
u58634399,g11862712,1
u01256631,g51753734,1
u34253509,g79208840,1
u37104306,g22832209,1
u67552707,g91851682,1
u03482508,g38224894,1
u59534345,g73265847,1
u73753509,g78518895,1
u75597994,g91479688,1
u76337229,g59553750,1
u69257437,g71756750,1
u07485786,g89237308,1
u40625911,g25195707,1
u79686847,g54465548,1
u29258017,g84207332,1
u41006818,g57963463,1
u81562258,g50216638,1
u97764793,g91024164,1
u11882275,g76120150,1
u00874815,g58690245,1
u67343366,g78215490,1
u13431842,g46300937,1
u49928935,g31448607,1
u66524517,g47227534,1
u80158356,g53223749,1
u99615598,g55891007,1
u77204704,g88311123,1
u42476560,g61264440,1
u60985517,g70898962,1
u97802984,g27594854,1
u79095699,g62022399,1
u32222598,g89122297,1
u62011304,g07047848,1
u65232091,g10876271,1
u34716927,g28713033,1
u75708099,g05914065,1
u95351735,g89998902,1
u81014462,g73199890,1
u43739751,g28940912,1
u58471931,g76717273,1
u11800784,g71128208,1
u80126884,g83757895,1
u32813538,g77806076,1
u61683676,g24982722,1
u25208254,g26925800,1
u37555146,g03136155,1
u21687568,g16234754,1
u68854619,g00919878,1
u06489976,g78355069,1
u94977887,g80196469,1
u91862741,g49644714,1
u14581640,g28846994,1
u95609094,g40551467,1
u85736221,g65055990,1
u31422800,g26437139,1
u04386987,g22284227,1
u18506333,g74343362,1
u23465530,g42862258,1
u23377517,g61264440,1
u73735056,g82220080,1
u51276578,g55891007,1
u39204633,g07321220,1
u22289886,g48512616,1
u98617602,g09670581,1
u76099430,g65905047,1
u37887653,g68132896,1
u12849065,g63309816,1
u93268038,g05463839,1
u55871111,g03262233,1
u58160600,g64596037,1
u10457632,g64574718,1
u73735056,g94300691,1
u42476560,g94694767,1
u72952508,g87795702,1
u96347560,g08353646,1
u55129513,g54514430,1
u14649675,g47177002,1
u65880888,g38230643,1
u59898940,g82317851,1
u19599296,g71371078,1
u47037823,g06045292,1
u60086062,g76745472,1
u90170064,g13921453,1
u59755606,g50627654,1
u55525583,g70742092,1
u06266674,g69213131,1
u67512581,g90832644,1
u80085723,g93472160,1
u99468023,g02428379,1
u08935902,g29741733,1
u37729922,g58014324,1
u82769036,g48657523,1
u23800330,g68132896,1
u11801346,g60355697,1
u17283215,g65175011,1
u27151367,g37790060,1
u47228590,g82004731,1
u15238678,g82716620,1
u73735056,g35331676,1
u38577182,g41348232,1
u93463598,g76099968,1
u32069058,g36958384,1
u32947785,g96870434,1
u08258862,g87912242,1
u74426406,g28788625,1
u91703040,g24803988,1
u85535259,g31252788,1
u35036355,g36769937,1
u87131427,g40499587,1
u68038246,g46446145,1
u67992680,g29657740,1
u72927964,g33626084,1
u82502934,g78566721,1
u98940351,g29808295,1
u14756830,g74412462,1
u72671384,g15339821,1
u30562362,g68047320,1
u87037495,g03420056,1
u05581149,g05349653,1
u06109427,g70742092,1
u07261238,g70137688,1
u57035589,g67038900,1
u97610504,g67147300,1
u51491029,g24457601,1
u16899299,g96198443,1
u55854800,g08561999,1
u35434324,g51367911,1
u85063575,g83221585,1
u77598069,g80449108,1
u18093411,g38964542,1
u73074491,g67274965,1
u91136278,g66192174,1
u76679954,g19451556,1
u03482508,g57588908,1
u74849356,g87795702,1
u68905669,g30592455,1
u15540225,g81860955,1
u26970308,g52626909,1
u79876988,g09670581,1
u94593536,g51093074,1
u06535577,g49636917,1
u82978282,g52454443,1
u05310170,g20253091,1
u61414326,g49593949,1
u60614761,g11181397,1
u89793393,g89809648,1
u33150820,g03280058,1
u98582042,g39394945,1
u64774218,g66220144,1
u36671031,g29761890,1
u12891480,g15035813,1
u79892305,g86213381,1
u14184813,g53927674,1
u87037495,g70286157,1
u04836696,g33400185,1
u02489695,g44666775,1
u53335666,g88837385,1
u70241565,g72333190,1
u11812854,g49593949,1
u68343562,g03136155,1
u34337404,g68959096,1
u76615183,g23403411,1
u03233576,g05982385,1
u94693442,g16653801,1
u61683676,g66935237,1
u82528197,g91479688,1
u22953425,g36841558,1
u80189546,g31948580,1
u07815768,g65734768,1
u18428226,g86213381,1
u14091840,g24508767,1
u95363567,g65170299,1
u25219514,g78970626,1
u84133862,g76810548,1
u17384601,g91879395,1
u63714492,g18283520,1
u10844426,g47205010,1
u85748295,g44267126,1
u73963959,g11862712,1
u13037838,g29353242,1
u76337229,g66296428,1
u87994715,g14512041,1
u70840120,g00125299,1
u38419315,g37255956,1
u75791008,g61310716,1
u58591954,g42523222,1
u40458481,g90538928,1
u46176705,g46446145,1
u70612070,g49368897,1
u18342475,g40499587,1
u74161217,g54979645,1
u22382786,g36958384,1
u19544357,g15547870,1
u17742070,g69425217,1
u81877628,g67071738,1
u86609329,g68047320,1
u64280940,g31190276,1
u82534734,g74112521,1
u44960885,g85103579,1
u03203266,g28788625,1
u50190344,g15547870,1
u93430299,g03465503,1
u93124412,g26732871,1
u84093743,g85442587,1
u46176705,g49593949,1
u30926175,g01873417,1
u63682797,g24982722,1
u16580314,g80438960,1
u61553061,g15360200,1
u70787120,g08511321,1
u01957748,g05043853,1
u32979268,g62850718,1
u33085406,g50163420,1
u79876696,g49010464,1
u55442405,g34216483,1
u19771394,g27545941,1
u21577500,g15547870,1
u38156828,g74716193,1
u24851483,g57500715,1
u33191206,g29503391,1
u60257317,g01660600,1
u27264973,g38649631,1
u24139989,g96221632,1
u03403769,g05043853,1
u19310770,g37899539,1
u90174553,g48257412,1
u56788026,g24809309,1
u28326815,g04462740,1
u57130814,g85252310,1
u14581640,g93027730,1
u03997304,g89973717,1
u67279642,g36558912,1
u72915898,g42523222,1
u35787180,g26481447,1
u97050705,g78239118,1
u75148448,g57588908,1
u42100273,g10773791,1
u65982776,g73481194,1
u70787120,g57834425,1
u61595280,g53996086,1
u54591881,g28112086,1
u15352744,g10183897,1
u74840413,g16087475,1
u76320021,g39845845,1
u26640329,g24982722,1
u93175909,g39879078,1
u01590632,g48854474,1
u44867654,g38302836,1
u85476507,g07132329,1
u35062240,g77400036,1
u41373867,g39422502,1
u05612975,g67274965,1
u96300874,g69142385,1
u63883620,g06921499,1
u30562362,g51830853,1
u86760789,g66296428,1
u05548301,g01660600,1
u08299432,g57791098,1
u71363357,g37422652,1
u26861253,g85980188,1
u57508791,g09569977,1
u14140705,g69033010,1
u44872394,g70592519,1
u03586135,g12423914,1
u18467854,g90301006,1
u80583554,g68135850,1
u23382784,g11225866,1
u69626763,g04423005,1
u60416190,g61264440,1
u59583857,g79333823,1
u48369340,g59639854,1
u33042402,g10773791,1
u61884625,g32904933,1
u02592171,g70163968,1
u36078563,g19451556,1
u04763917,g46425800,1
u46047319,g53744230,1
u35592645,g36958384,1
u03556571,g81632995,1
u84917319,g37006412,1
u38234741,g26437139,1
u06776988,g56289849,1
u41284746,g69564979,1
u27086190,g05181387,1
u00357752,g71581383,1
u92179319,g23825288,1
u00875922,g57834425,1
u75519304,g52626909,1
u63190088,g26481447,1
u77638664,g46300937,1
u85872383,g17304063,1
u31013123,g68302537,1
u79892305,g99758692,1
u50132276,g34193208,1
u85504030,g49722483,1
u89276565,g70286157,1
u30064155,g11862712,1
u79736245,g60355697,1
u62769322,g77400036,1
u48627436,g64348065,1
u01564493,g01269364,1
u18484676,g49157768,1
u01347278,g47087082,1
u56796374,g70822619,1
u04771226,g42294898,1
u91505067,g84994417,1
u63671803,g14542017,1
u18820716,g29739804,1
u40188349,g74207383,1
u30911756,g87795702,1
u04495704,g22136822,1
u44162697,g17210393,1
u85957710,g24862366,1
u77044163,g05463839,1
u09473210,g04462740,1
u89127451,g53113508,1
u05538780,g19425343,1
u90043542,g69693461,1
u06380787,g37255956,1
u82010477,g91952332,1
u55957105,g35322304,1
u91855861,g01660600,1
u82510080,g38170343,1
u17136292,g89122297,1
u85865115,g26445690,1
u58254457,g77873555,1
u84107660,g31541380,1
u03556571,g40372626,1
u27604897,g57834425,1
u35251403,g13226978,1
u88835772,g03052006,1
u51701905,g49593949,1
u62644689,g01873417,1
u51641312,g95682510,1
u39314471,g39845845,1
u51336628,g52620301,1
u81193371,g05914065,1
u87799097,g75441153,1
u18990480,g41623816,1
u71714710,g38649631,1
u72986401,g29503391,1
u22964372,g88406710,1
u64860701,g92454558,1
u44162697,g92734872,1
u40188349,g25077590,1
u33420141,g16087475,1
u90228895,g49010464,1
u43492331,g10773791,1
u94023633,g06177547,1
u27264973,g68818867,1
u29627473,g31541380,1
u91007831,g62180900,1
u08795743,g83093985,1
u22808577,g32303199,1
u34635617,g22641865,1
u37209377,g58553804,1
u94896583,g81608348,1
u82238117,g77288617,1
u47904373,g08978402,1
u03501925,g49593949,1
u58564595,g22927590,1
u59176252,g85252310,1
u78816515,g68047320,1
u46422197,g79819183,1
u05559940,g78518895,1
u24862646,g17210393,1
u02507193,g87166472,1
u90218848,g80431145,1
u01122566,g89809648,1
u00211549,g24849398,1
u69158652,g21544048,1
u51962149,g42729032,1
u44657132,g36137304,1
u26046733,g89465021,1
u22988270,g15360200,1
u09221116,g85778787,1
u58469024,g91952332,1
u27481441,g05546633,1
u86737531,g64596037,1
u04063875,g19813381,1
u72927964,g10962300,1
u88306638,g45086997,1
u99590760,g10773791,1
u32377855,g32303199,1
u25546418,g93325439,1
u12428190,g83425645,1
u22185524,g95225789,1
u76433875,g41623816,1
u26710071,g46300937,1
u76337229,g19759241,1
u13996007,g71371078,1
u22405118,g25063114,1
u98418596,g15547870,1
u94222355,g51367911,1
u82534734,g70709452,1
u04893836,g15360200,1
u25582744,g53996086,1
u85788235,g58862435,1
u04495704,g77400036,1
u51416462,g73084431,1
u90966673,g09409361,1
u90742229,g85900991,1
u24114573,g89200271,1
u67990786,g67170903,1
u79638535,g38024861,1
u54307959,g51491804,1
u04893836,g33467117,1
u01457302,g29464734,1
u30465751,g29741733,1
u26365114,g91479688,1
u53316375,g92844965,1
u72233575,g68302537,1
u12652808,g04443491,1
u04763917,g33072745,1
u38961187,g51283481,1
u10804532,g09383924,1
u18820716,g98792097,1
u43957779,g21883457,1
u27064277,g19670213,1
u08355821,g21595192,1
u46176705,g95702441,1
u39750663,g89200271,1
u28531447,g42048597,1
u91344055,g75042518,1
u33109625,g09964073,1
u03508640,g83223954,1
u55833077,g65905047,1
u33901686,g24508767,1
u05315350,g89911564,1
u46348112,g45232069,1
u55933444,g10932727,1
u14184813,g47239872,1
u72264483,g03136155,1
u05315350,g51770536,1
u36016891,g10932727,1
u30207117,g22161219,1
u09099691,g96350646,1
u68037269,g49368897,1
u23800330,g83627560,1
u63989903,g82616432,1
u85894312,g40499587,1
u29321637,g18306019,1
u66682814,g91362829,1
u62855536,g17702591,1
u52799909,g01660600,1
u76557678,g05389339,1
u29615491,g32819803,1
u31219469,g41896919,1
u76754664,g94908252,1
u63097990,g33776814,1
u35218679,g35678007,1
u79736245,g22244120,1
u85269168,g36958384,1
u72559347,g37006412,1
u96979423,g36707721,1
u65526955,g76602932,1
u47037823,g37422652,1
u64671579,g25077590,1
u78011769,g14806591,1
u85966594,g66575805,1
u95784445,g47087082,1
u74016254,g59132435,1
u93459370,g79333823,1
u21451482,g03128638,1
u78369854,g83425645,1
u25042283,g98792097,1
u42961245,g49391160,1
u58642112,g41185938,1
u57510806,g04615400,1
u71386265,g32003820,1
u04893836,g68808834,1
u06845404,g66201852,1
u62201021,g51560220,1
u82706763,g85442587,1
u96152730,g82441703,1
u41690439,g94547789,1
u12301728,g40531835,1
u74000794,g61941054,1
u35062240,g51880393,1
u96019728,g83517324,1
u28781652,g77806076,1
u18690734,g33776814,1
u28772315,g29741733,1
u16745193,g11473691,1
u21143406,g53024880,1
u28205310,g79866169,1
u29302274,g43928104,1
u20447401,g30786147,1
u18139917,g93023830,1
u47741496,g57016851,1
u72952508,g06849398,1
u04814747,g44688036,1
u27244547,g17361564,1
u25854881,g61434161,1
u47289410,g35444269,1
u49838862,g05463839,1
u91560294,g83737994,1
u20534647,g27545941,1
u62560683,g24662129,1
u70488733,g76745472,1
u94825564,g72856076,1
u92338311,g56056078,1
u62011304,g53715495,1
u92224621,g38414526,1
u14669371,g08143802,1
u22012621,g17074600,1
u82510080,g52626909,1
u70773173,g69213131,1
u76679954,g20944046,1
u56796374,g76108144,1
u98440431,g10773791,1
u79244206,g05982385,1
u02031747,g39845845,1
u17759890,g39040827,1
u12557227,g64167567,1
u23546625,g70463993,1
u38419315,g84633727,1
u45011836,g89809648,1
u08166315,g19425343,1
u07526260,g85900991,1
u38112790,g48350599,1
u11108186,g09572072,1
u68224705,g34193208,1
u26132885,g82616432,1
u57805111,g75310688,1
u29004052,g74342189,1
u24088755,g43254702,1
u62707526,g28303713,1
u83038569,g26569451,1
u12483683,g28963745,1
u27151367,g27545941,1
u59335576,g98534046,1
u82938267,g10259243,1
u62769322,g04477361,1
u27470851,g20051407,1
u36550257,g61214579,1
u87796296,g67857266,1
u66047778,g75513928,1
u78421261,g49167205,1
u22260403,g61264440,1
u65571103,g81175459,1
u13054339,g99500667,1
u52941452,g26730287,1
u78421261,g25417282,1
u70645303,g05339526,1
u21325219,g66575805,1
u03516535,g99256518,1
u93113984,g75457006,1
u88284307,g29752784,1
u89458742,g09805199,1
u83600529,g58911251,1
u12182788,g05349653,1
u98578752,g15380661,1
u44605250,g54894888,1
u53217558,g53666531,1
u30193040,g51283481,1
u09847160,g05463839,1
u80353381,g93941352,1
u95987184,g31541380,1
u16373585,g91479688,1
u86519469,g95916447,1
u76405884,g16073667,1
u45208672,g26732871,1
u06266674,g34404624,1
u54591881,g14029546,1
u35171801,g21764818,1
u69349719,g73481194,1
u45992512,g01959969,1
u28865657,g14512041,1
u34175557,g17702591,1
u58200581,g20994064,1
u44562324,g66197269,1
u30730456,g15360200,1
u14309967,g26556480,1
u77161450,g23109078,1
u38997786,g70898962,1
u44742433,g47239872,1
u52126481,g68132896,1
u02646340,g42111697,1
u84917319,g54899366,1
u45116331,g10406824,1
u24002764,g57176944,1
u54173124,g14257535,1
u46485947,g34765721,1
u21023214,g17416233,1
u33972323,g58314864,1
u64424455,g42523222,1
u67511009,g08561999,1
